DATE.ADDED.TO.CATALOG,PUBMEDID,FIRST.AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL.SAMPLE.SIZE,REPLICATION.SAMPLE.SIZE,REGION,CHR_ID,CHR_POS,REPORTED.GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST.SNP-RISK.ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK.ALLELE.FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE.(TEXT),OR.or.BETA,95%.CI.(TEXT),PLATFORM.[SNPS.PASSING.QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY.ACCESSION,GENOTYPING.TECHNOLOGY,hg38_pos,plink.lab
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,3q13.2,3,111835579,"","PHLDB2, PLCXD2","","","ENSG00000144824, ENSG00000240891",,,rs10804493-A,rs10804493,0,10804493,intron_variant,0,0.624,1E-19,19,"",0.0547,[0.043-0.066] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,3:111835579,chr3:111835579:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,3q22.3,3,136095167,"",PPP2R3A,"","",ENSG00000073711,,,rs1278493-A,rs1278493,0,1278493,intron_variant,0,0.519,8E-11,10.0969100130081,"",0.0396,[0.028-0.052] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,3:136095167,chr3:136095167:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,3q26.33,3,179455191,"",GNB4 - MTHFD2P7,ENSG00000114450,ENSG00000181260,"",3715,9155,rs7612445-T,rs7612445,0,7612445,upstream_gene_variant,1,0.1819,9E-13,12.0457574905607,"",0.0538,[0.039-0.069] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,3:179455191,chr3:179455191:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,3q29,3,195080124,"",XXYLT1,"","",ENSG00000173950,,,rs60902112-T,rs60902112,0,60902112,intron_variant,0,0.2962,7E-13,12.1549019599857,"",0.0484,[0.035-0.062] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,3:195080124,chr3:195080124:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,4p16.1,4,10102854,"",WDR1,"","",ENSG00000071127,,,rs12640611-C,rs12640611,0,12640611,intron_variant,0,0.6662,1E-9,9,"",0.0378,[0.026-0.05] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,4:10102854,chr4:10102854:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,4q21.21,4,80248758,"",PRDM8 - FGF5,ENSG00000152784,ENSG00000138675,"",44429,17881,rs11099098-T,rs11099098,0,11099098,intergenic_variant,1,0.3168,4E-15,14.397940008672,"",0.0488,[0.037-0.061] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,4:80248758,chr4:80248758:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,4q24,4,102791180,"",MANBA - UBE2D3,ENSG00000109323,ENSG00000109332,"",30186,3203,rs223449-T,rs223449,0,223449,downstream_gene_variant,1,0.4822,3E-10,9.52287874528034,"",0.0362,[0.025-0.048] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,4:102791180,chr4:102791180:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,4q25,4,110789811,"",PITX2 - LINC01438,ENSG00000164093,ENSG00000249519,"",147688,4592,rs17042175-A,rs17042175,0,17042175,upstream_gene_variant,1,0.2094,4E-714,713.397940008672,"",0.4544,[0.44-0.47] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,4:110789811,chr4:110789811:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,4q26,4,113507558,"",CAMK2D,"","",ENSG00000145349,,,rs55754224-T,rs55754224,0,55754224,intron_variant,0,0.2518,4E-15,14.397940008672,"",0.0542,[0.041-0.068] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,4:113507558,chr4:113507558:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,4q31.23,4,148016386,"",ARHGAP10,"","",ENSG00000071205,,,rs10213171-G,rs10213171,0,10213171,intron_variant,0,0.0704,6E-18,17.2218487496164,"",0.0957,[0.074-0.117] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,4:148016386,chr4:148016386:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,4q34.1,4,173551270,"",HAND2-AS1,"","",ENSG00000237125,,,rs4282143-A,rs4282143,0,4282143,intron_variant,0,0.9096,2E-20,19.698970004336,"",0.1858,[0.15-0.23] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,4:173551270,chr4:173551270:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,5q21.3,5,107091908,"",LINC01950 - PSMC1P5,ENSG00000251027,ENSG00000250273,"",80856,103248,rs6596717-A,rs6596717,0,6596717,intergenic_variant,1,0.6271,1E-9,9,"",0.0367,[0.025-0.048] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,5:107091908,chr5:107091908:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,5q22.3,5,114410483,"",KCNN2,"","",ENSG00000080709,,,rs337708-G,rs337708,0,337708,intron_variant,0,0.3581,6E-24,23.2218487496164,"",0.0616,[0.05-0.074] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,5:114410483,chr5:114410483:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,5q23.3,5,128854670,"",SLC27A6,"","",ENSG00000113396,,,rs2012809-G,rs2012809,0,2012809,intron_variant,0,0.8026,1E-11,11,"",0.0565,[0.04-0.073] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,5:128854670,chr5:128854670:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,5q31.2,5,138107797,"",WNT8A - NME5,ENSG00000061492,ENSG00000112981,"",15432,7378,rs529526-C,rs529526,0,529526,intergenic_variant,1,0.3158,7E-34,33.1549019599857,"",0.0755,[0.063-0.088] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,5:138107797,chr5:138107797:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,5q31.3,5,143438558,"",NR3C1 - RNU7-156P,ENSG00000113580,ENSG00000253023,"",3046,103956,rs6580277-G,rs6580277,0,6580277,upstream_gene_variant,1,0.2305,2E-19,18.698970004336,"",0.0667,[0.052-0.081] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,5:143438558,chr5:143438558:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,5q34,5,168966222,"",SLIT3,"","",ENSG00000184347,,,rs77328981-T,rs77328981,0,77328981,intron_variant,0,0.0609,4E-12,11.397940008672,"",0.0858,[0.061-0.11] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,5:168966222,chr5:168966222:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,5q35.1,5,173243742,"",NKX2-5 - Y_RNA,ENSG00000183072,ENSG00000207391,"",8431,10448,rs6891790-T,rs6891790,0,6891790,non_coding_transcript_exon_variant,1,0.346,3E-26,25.5228787452803,"",0.0697,[0.057-0.083] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,5:173243742,chr5:173243742:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,14q24.2,14,72888423,"",DPF3,"","",ENSG00000205683,,,rs2110552-C,rs2110552,0,2110552,intron_variant,0,0.3927,4E-15,14.397940008672,"",0.0478,[0.036-0.06] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,14:72888423,chr14:72888423:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,14q24.3,14,76960182,"",LINC01629,"","",ENSG00000258602,,,rs10873298-T,rs10873298,0,10873298,non_coding_transcript_exon_variant,0,0.6388,9E-12,11.0457574905607,"",0.041,[0.029-0.053] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,14:76960182,chr14:76960182:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,15q23,15,70171653,"",TLE3 - RNU6-745P,ENSG00000140332,ENSG00000200216,"",73477,21583,rs2415081-C,rs2415081,0,2415081,regulatory_region_variant,1,0.1804,3E-8,7.52287874528034,"",0.0461,[0.03-0.062] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,15:70171653,chr15:70171653:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,15q24.1,15,73374914,"",HCN4 - REC114,ENSG00000138622,ENSG00000183324,"",5956,68250,rs7172038-G,rs7172038,0,7172038,regulatory_region_variant,1,0.1612,3E-39,38.5228787452803,"",0.107,[0.091-0.123] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,15:73374914,chr15:73374914:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,15q25.1,15,80384583,"",LINC00927 - ARNT2,ENSG00000259361,ENSG00000172379,"",42778,19767,rs12908004-G,rs12908004,0,12908004,intron_variant,1,0.1606,1E-23,23,"",0.0811,[0.065-0.097] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,15:80384583,chr15:80384583:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,15q26.3,15,98725621,"",IGF1R,"","",ENSG00000140443,,,rs4965430-G,rs4965430,0,4965430,intron_variant,0,0.5925,3E-13,12.5228787452803,"",0.0435,[0.032-0.055] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,15:98725621,chr15:98725621:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,16p13.3,16,714753,"",FBXL16 - METRN,ENSG00000127585,ENSG00000103260,"",8945,365,rs3809666-G,rs3809666,0,3809666,upstream_gene_variant,1,0.3002,4E-8,7.39794000867204,"",0.0375,[0.024-0.051] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,16:714753,chr16:714753:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,16p13.3,16,1954717,"",RPL3L,"","",ENSG00000140986,,,rs2815301-C,rs2815301,0,2815301,non_coding_transcript_exon_variant,0,0.7736,1E-14,14,"",0.0579,[0.043-0.073] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,16:1954717,chr16:1954717:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,16q22.3,16,73014468,"",ZFHX3,"","",ENSG00000140836,,,rs67329386-T,rs67329386,0,67329386,non_coding_transcript_exon_variant,0,0.2209,1E-146,146,"",0.1846,[0.17-0.2] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,16:73014468,chr16:73014468:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,17p13.3,17,1408752,"",YWHAE - CRK,ENSG00000274474,ENSG00000167193,"",8530,11937,rs61248729-T,rs61248729,0,61248729,intergenic_variant,1,0.1724,1E-9,9,"",0.0523,[0.035-0.069] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,17:1408752,chr17:1408752:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,17p13.1,17,7511639,"","POLR2A, POLR2A","","","ENSG00000181222, ENSG00000284832",,,rs2071502-C,rs2071502,0,2071502,intron_variant,0,0.5721,9E-9,8.04575749056068,"",0.0338,[0.022-0.045] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,17:7511639,chr17:7511639:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,17p12,17,12715363,"",MYOCD,"","",ENSG00000141052,,,rs72811294-C,rs72811294,0,72811294,intron_variant,0,0.1082,1E-15,15,"",0.0757,[0.057-0.094] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,17:12715363,chr17:12715363:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,17q21.1,17,39893336,"",ZPBP2 - GSDMB,ENSG00000186075,ENSG00000073605,"",15440,11259,rs7359623-T,rs7359623,0,7359623,intergenic_variant,1,0.4915,1E-14,14,"",0.0451,[0.034-0.057] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,17:39893336,chr17:39893336:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,17q21.31,17,45942346,"","MAPT, MAPT, MAPT","","","ENSG00000277956, ENSG00000276155, ENSG00000186868",,,rs242557-A,rs242557,0,242557,intron_variant,0,0.4013,2E-11,10.698970004336,"",0.0414,[0.029-0.053] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,17:45942346,chr17:45942346:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,17q21.32,17,47060667,"",LRRC37A17P - CDC27,ENSG00000263142,ENSG00000004897,"",6098,57036,rs145153053-G,rs145153053,0,145153053,intron_variant,1,0.1676,4E-9,8.39794000867204,"",0.0495,[0.033-0.066] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,17:47060667,chr17:47060667:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,17q24.3,17,70425662,"",CALM2P1 - CASC17,ENSG00000267170,ENSG00000260785,"",183901,672112,rs1396517-C,rs1396517,0,1396517,intergenic_variant,1,0.5169,5E-9,8.30102999566398,"",0.0342,[0.023-0.046] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,17:70425662,chr17:70425662:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,18q21.1,18,48947822,"",SMAD7,"","",ENSG00000101665,,,rs9953366-C,rs9953366,0,9953366,intron_variant,0,0.6228,1E-12,12,"",0.0443,[0.032-0.056] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,18:48947822,chr18:48947822:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,20q13.33,20,62557186,"",MIR1-1HG,"","",ENSG00000174407,,,rs6089752-T,rs6089752,0,6089752,intron_variant,0,0.5208,5E-12,11.301029995664,"",0.0413,[0.03-0.053] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,20:62557186,chr20:62557186:
