DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls, 641 African American cases, 5,234 African American controls, 837 Japanese ancestry cases, 3,293 Japanese controls, 277 Hispanic cases, 3,081 Hispanic controls,197 Brazilian ancestry cases, 758 Brazilian ancestry controls.	3,666 cases, 139,852 controls	1q24.2	1	170225682	METTL11B	LINC01681			ENSG00000233985			rs72700118-A	rs72700118	0	72700118	intron_variant	0	0.12	3E-7	6.522878745280337		1.21	[1.12-1.29]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004296	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls, 641 African American cases, 5,234 African American controls, 837 Japanese ancestry cases, 3,293 Japanese controls, 277 Hispanic cases, 3,081 Hispanic controls,197 Brazilian ancestry cases, 758 Brazilian ancestry controls.	3,666 cases, 139,852 controls	10q24.33	10	103720629	SH3PXD2A	SH3PXD2A			ENSG00000107957			rs35176054-A	rs35176054	0	35176054	intron_variant	0	0.13	6E-9	8.221848749616356		1.24	[1.15-1.33]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004296	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls, 641 African American cases, 5,234 African American controls, 837 Japanese ancestry cases, 3,293 Japanese controls, 277 Hispanic cases, 3,081 Hispanic controls,197 Brazilian ancestry cases, 758 Brazilian ancestry controls.	3,666 cases, 139,852 controls	1q21.3	1	154890476	KCNN3	KCNN3 - PMVK	ENSG00000143603	ENSG00000163344		20195	34264	rs11264280-T	rs11264280	0	11264280	intergenic_variant	1	0.31	4E-15	14.397940008672037		1.23	[1.17-1.30]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004296	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls, 641 African American cases, 5,234 African American controls, 837 Japanese ancestry cases, 3,293 Japanese controls, 277 Hispanic cases, 3,081 Hispanic controls,197 Brazilian ancestry cases, 758 Brazilian ancestry controls.	3,666 cases, 139,852 controls	4q25	4	110796911	PITX2	LINC01438			ENSG00000249519			rs6843082-G	rs6843082	0	6843082	non_coding_transcript_exon_variant	0	0.25	2E-62	61.69897000433602		1.6	[1.51-1.69]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004296	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls, 641 African American cases, 5,234 African American controls, 837 Japanese ancestry cases, 3,293 Japanese controls, 277 Hispanic cases, 3,081 Hispanic controls,197 Brazilian ancestry cases, 758 Brazilian ancestry controls.	3,666 cases, 139,852 controls	7q31.2	7	116558774	CAV1/2	CAV1			ENSG00000105974			rs1997572-G	rs1997572	0	1997572	intron_variant	0	0.59	5E-9	8.301029995663981		1.16	[1.11-1.22]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004296	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls, 641 African American cases, 5,234 African American controls, 837 Japanese ancestry cases, 3,293 Japanese controls, 277 Hispanic cases, 3,081 Hispanic controls,197 Brazilian ancestry cases, 758 Brazilian ancestry controls.	3,666 cases, 139,852 controls	9q22.32	9	94730238	C9orf3	AOPEP			ENSG00000148120			rs7026071-T	rs7026071	0	7026071	intron_variant	0	0.4	2E-6	5.698970004336019		1.13	[1.07-1.19]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004296	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls, 641 African American cases, 5,234 African American controls, 837 Japanese ancestry cases, 3,293 Japanese controls, 277 Hispanic cases, 3,081 Hispanic controls,197 Brazilian ancestry cases, 758 Brazilian ancestry controls.	3,666 cases, 139,852 controls	10q24.33	10	103582915	NEURL1	NEURL1			ENSG00000107954			rs11598047-G	rs11598047	0	11598047	non_coding_transcript_exon_variant	0	0.16	2E-6	5.698970004336019		1.17	[1.14-1.31]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004296	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls, 641 African American cases, 5,234 African American controls, 837 Japanese ancestry cases, 3,293 Japanese controls, 277 Hispanic cases, 3,081 Hispanic controls,197 Brazilian ancestry cases, 758 Brazilian ancestry controls.	3,666 cases, 139,852 controls	16q22.3	16	73017721	ZFHX3	ZFHX3			ENSG00000140836			rs2106261-T	rs2106261	0	2106261	intron_variant	0	0.19	1E-14	14.0		1.27	[1.20-1.35]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004296	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	1q24.2	1	170216500	METTL11B, KIFAP3	LINC01681			ENSG00000233985			rs10800507-C	rs10800507	0	10800507	intron_variant	0	0.51	2E-11	10.698970004336019		1.09	[1.06-1.12]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	2p13.3	2	69749252	ANXA4, GMCL1	ANXA4			ENSG00000196975			rs62133983-G	rs62133983	0	62133983	intron_variant	0	0.52	1E-10	10.0		1.09	[1.06-1.12]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	2p14	2	65052671	CEP68	LINC02245, LINC02576			ENSG00000237638, ENSG00000232613			rs2723064-T	rs2723064	0	2723064	non_coding_transcript_exon_variant	0	0.61	2E-10	9.698970004336019		1.09	[1.06-1.12]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA				PKD2L2, WNT8A, FAM13B							rs6864727-C	rs6864727	0	6864727	intron_variant	1	0.31	1E-8	8.0		1.08	[1.05-1.11]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	6q22.31	6	118252898	SLC35F1, PLN	SLC35F1			ENSG00000196376			rs281868-G	rs281868	0	281868	intron_variant	0	0.5	1E-8	8.0		1.08	[1.05-1.10]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	8p22	8	18056461	ASAH1, PCM1	ASAH1			ENSG00000104763			rs7508-A	rs7508	0	7508	3_prime_UTR_variant	0	0.73	6E-10	9.221848749616356		1.1	[1.06-1.13]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	10q24.33	10	103720629	SH3PXD2A	SH3PXD2A			ENSG00000107957			rs35176054-A	rs35176054	0	35176054	intron_variant	0	0.13	2E-11	10.698970004336019		1.14	[1.10-1.18]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	15q21.3	15	57351688	CGNL1	NDUFB10P1 - CGNL1	ENSG00000260870	ENSG00000128849		25241	24279	rs2921421-G	rs2921421	0	2921421	intergenic_variant	1	0.03	3E-8	7.522878745280337		1.72	[1.42-2.09]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	1q21.3	1	154890476	KCNN3	KCNN3 - PMVK	ENSG00000143603	ENSG00000163344		20195	34264	rs11264280-T	rs11264280	0	11264280	intergenic_variant	1	0.32	3E-17	16.522878745280337		1.13	[1.10-1.16]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	1q24.2	1	170622169	PRRX1	GORAB - PRRX1	ENSG00000120370	ENSG00000116132		68335	40559	rs651386-A	rs651386	0	651386	intron_variant	1	0.57	6E-15	14.221848749616356		1.11	[1.08-1.14]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	4q25	4	110791276	PITX2	NA - LINC01438		ENSG00000249519			3127	rs2129977-A	rs2129977	0	2129977	intergenic_variant	1	0.22	7E-136	135.15490195998575		1.45	[1.41-1.49]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	7q31.2	7	116551247	CAV1/2	CAV1			ENSG00000105974			rs11773845-A	rs11773845	0	11773845	intron_variant	0	0.6	3E-13	12.522878745280337		1.1	[1.07-1.13]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	9q22.32	9	94730238	C9orf3	AOPEP			ENSG00000148120			rs7026071-T	rs7026071	0	7026071	intron_variant	0	0.41	3E-11	10.522878745280337		1.09	[1.07-1.12]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls.	NA	10q22.2	10	73661450	SYNPO2L	SYNPO2L-AS1, SYNPO2L			ENSG00000271848, ENSG00000166317			rs10824026-A	rs10824026	0	10824026	intron_variant	0	0.84	8E-11	10.096910013008056		1.13	[1.09-1.17]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004297	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	837 Japanese ancestry cases, 3,293 Japanese controls	8,180 Japanese ancestry cases, 28,612 Japanese ancestry controls.	4q25	4	110767596	PITX2	NA - LINC01438		ENSG00000249519			26807	rs2723334-T	rs2723334	0	2723334	intergenic_variant	1	0.7	8E-46	45.096910013008056		1.94	[1.98-2.25]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004298	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls, 641 African American cases, 5,234 African American controls, 837 Japanese ancestry cases, 3,293 Japanese controls, 277 Hispanic cases, 3,081 Hispanic controls,197 Brazilian ancestry cases, 758 Brazilian ancestry controls.	8,180 Japanese ancestry cases, 28,612 Japanese ancestry controls.	2p14	2	65057097	CEP68	CEP68			ENSG00000011523			rs2540949-A	rs2540949	0	2540949	intron_variant	0	0.61	3E-10	9.522878745280337		1.08	[1.06-1.13]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004295	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls, 641 African American cases, 5,234 African American controls, 837 Japanese ancestry cases, 3,293 Japanese controls, 277 Hispanic cases, 3,081 Hispanic controls,197 Brazilian ancestry cases, 758 Brazilian ancestry controls.	8,180 Japanese ancestry cases, 28,612 Japanese ancestry controls.	5q22.3	5	114412874	KCNN2	KCNN2			ENSG00000080709			rs337711-T	rs337711	0	337711	intron_variant	0	0.39	3E-8	7.522878745280337		1.07	[1.05-1.11]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004295	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls, 641 African American cases, 5,234 African American controls, 837 Japanese ancestry cases, 3,293 Japanese controls, 277 Hispanic cases, 3,081 Hispanic controls,197 Brazilian ancestry cases, 758 Brazilian ancestry controls.	8,180 Japanese ancestry cases, 28,612 Japanese ancestry controls.	1q24.2	1	170669192	PRRX1	PRRX1			ENSG00000116132			rs520525-A	rs520525	0	520525	non_coding_transcript_exon_variant	0	0.71	6E-16	15.221848749616356		1.12	[1.09-1.20]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004295	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Atrial fibrillation	15,979 European ancestry cases, 102,776 European ancestry controls, 641 African American cases, 5,234 African American controls, 837 Japanese ancestry cases, 3,293 Japanese controls, 277 Hispanic cases, 3,081 Hispanic controls,197 Brazilian ancestry cases, 758 Brazilian ancestry controls.	8,180 Japanese ancestry cases, 28,612 Japanese ancestry controls.	4q25	4	110796911	PITX2	LINC01438			ENSG00000249519			rs6843082-G	rs6843082	0	6843082	non_coding_transcript_exon_variant	0	0.25	3E-155	154.52287874528034		1.45	[1.41-1.99]	Affymetrix, Illumina [11795432] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004295	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Prevalent atrial fibrillation	8,656 European ancestry cases, 102,776 European ancestry controls.		4q25	4	110789386	PITX2	NA - LINC01438		ENSG00000249519			5017	rs61303432-T	rs61303432	0	61303432	intergenic_variant	1	0.14	7E-92	91.15490195998575		1.71	1.62-1.8	Affymetrix, Illumina [at least 3187278] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004301	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Prevalent atrial fibrillation	8,656 European ancestry cases, 102,776 European ancestry controls.		7q31.2	7	116519907	CAV1/2	CAV2 - CAV1	ENSG00000105971	ENSG00000105974		11366	5087	rs2109514-A	rs2109514	0	2109514	intergenic_variant	1	0.51	7E-13	12.154901959985743		1.15	1.11-1.19	Affymetrix, Illumina [at least 3187278] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004301	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Prevalent atrial fibrillation	8,656 European ancestry cases, 102,776 European ancestry controls.		10q24.33	10	103582915	NEURL1	NEURL1			ENSG00000107954			rs11598047-G	rs11598047	0	11598047	non_coding_transcript_exon_variant	0	0.17	4E-16	15.397940008672037		1.24	1.18-1.31	Affymetrix, Illumina [at least 3187278] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004301	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Prevalent atrial fibrillation	8,656 European ancestry cases, 102,776 European ancestry controls.		16q22.3	16	73017721	ZFHX3	ZFHX3			ENSG00000140836			rs2106261-T	rs2106261	0	2106261	intron_variant	0	0.18	1E-19	19.0		1.25	1.19-1.31	Affymetrix, Illumina [at least 3187278] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004301	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Prevalent atrial fibrillation	8,656 European ancestry cases, 102,776 European ancestry controls.		2p13.3	2	69811100	ANXA4/GMCL1	ANXA4			ENSG00000196975			rs6546550-C	rs6546550	0	6546550	3_prime_UTR_variant	0	0.54	1E-8	8.0		1.12	1.08-1.16	Affymetrix, Illumina [at least 3187278] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004301	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Prevalent atrial fibrillation	8,656 European ancestry cases, 102,776 European ancestry controls.		12p11.21	12	32820006	PKP2	PKP2			ENSG00000057294			rs1454934-T	rs1454934	0	1454934	intron_variant	0	0.16	4E-8	7.3979400086720375		1.16	1.1-1.22	Affymetrix, Illumina [at least 3187278] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004301	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Prevalent atrial fibrillation	8,656 European ancestry cases, 102,776 European ancestry controls.		1q21.3	1	154845927	KCNN3	KCNN3			ENSG00000143603			rs36004974-G	rs36004974	0	36004974	intron_variant	0	0.32	4E-10	9.397940008672037		1.14	1.1-1.19	Affymetrix, Illumina [at least 3187278] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004301	Genome-wide genotyping array
2017-07-10	28416818	Christophersen IE	2017-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28416818	Large-scale analyses of common and rare variants identify 12 new loci associated with atrial fibrillation.	Prevalent atrial fibrillation	8,656 European ancestry cases, 102,776 European ancestry controls.		1q24.2	1	170618199	PRRX1	GORAB - PRRX1	ENSG00000120370	ENSG00000116132		64365	44529	rs577676-C	rs577676	0	577676	intron_variant	1	0.55	3E-12	11.522878745280337		1.15	1.1-1.19	Affymetrix, Illumina [at least 3187278] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST004301	Genome-wide genotyping array
2018-08-13	29892015	Roselli C	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892015	Multi-ethnic genome-wide association study for atrial fibrillation.	Atrial fibrillation	55,114 European ancestry cases, 482,295 European ancestry controls, 8,180 Japanese ancestry cases, 28,612 Japanese ancestry controls, 1,307 African American ancestry cases, 7,660 African American ancestry controls, 845 Hispanic cases, 4,177 Hispanic controls	NA	4q31.23	4	148025539	ARHGAP10	ARHGAP10			ENSG00000071205			rs10027347-T	rs10027347	0	10027347	intron_variant	0	0.06	7E-13	12.154901959985743	(EA)	1.12	[1.08-1.15]	Affymetrix, Illumina [up to 12149979] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006061	Genome-wide genotyping array
2018-08-13	29892015	Roselli C	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892015	Multi-ethnic genome-wide association study for atrial fibrillation.	Atrial fibrillation	55,114 European ancestry cases, 482,295 European ancestry controls, 8,180 Japanese ancestry cases, 28,612 Japanese ancestry controls, 1,307 African American ancestry cases, 7,660 African American ancestry controls, 845 Hispanic cases, 4,177 Hispanic controls	NA	2p13.3	2	69889883	SNRNP27	GMCL1 - SNRNP27	ENSG00000087338	ENSG00000124380		8499	4073	rs10165883-C	rs10165883	0	10165883	intergenic_variant	1	0.54	6E-19	18.221848749616356		1.07	[1.05-1.08]	Affymetrix, Illumina [up to 12149979] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006061	Genome-wide genotyping array
2018-08-13	29892015	Roselli C	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892015	Multi-ethnic genome-wide association study for atrial fibrillation.	Atrial fibrillation	55,114 European ancestry cases, 482,295 European ancestry controls, 8,180 Japanese ancestry cases, 28,612 Japanese ancestry controls, 1,307 African American ancestry cases, 7,660 African American ancestry controls, 845 Hispanic cases, 4,177 Hispanic controls	NA	4q31.23	4	148016386	ARHGAP10	ARHGAP10			ENSG00000071205			rs10213171-G	rs10213171	0	10213171	intron_variant	0	0.08	6E-14	13.221848749616356		1.11	[1.08-1.14]	Affymetrix, Illumina [up to 12149979] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006061	Genome-wide genotyping array
